emp_no,first_name,last_name,gender,salary,to_date
462355,Shahar,Besselaar,M,40000,1/1/99
462368,Bodo,Tsukune,F,40000,1/1/99
462372,Shaibal,Giaccio,F,40000,1/1/99
462386,Parviz,Rullman,F,65659,1/1/99
462387,Bezalel,Rossi,M,76090,1/1/99
462403,Kensei,Segond,M,40000,1/1/99
462407,Sastry,Motley,F,40000,1/1/99
462419,Chinho,Peris,M,48972,1/1/99
462443,Miomir,Ranka,F,40000,1/1/99
462470,Satyanarayana,Worfolk,F,50319,1/1/99
462473,Honesty,Butterworth,F,40000,1/1/99
462484,Ronghao,Masamoto,F,52422,1/1/99
462506,Achilleas,Bugaenko,F,40000,1/1/99
462510,Kshitij,Barvinok,M,40000,1/1/99
462512,Youjian,Leuchs,M,42090,1/1/99
462518,Ishfaq,Stavenow,M,53007,1/1/99
462539,Shin,Mikschl,F,40000,1/1/99
462549,Gretta,Bakhtari,F,40000,1/1/99
462552,Hironobu,Michaels,F,41627,1/1/99
462557,Lobel,Androutsos,F,61742,1/1/99
462559,Adas,Swift,F,62223,1/1/99
462561,Vishwani,Azulay,F,48983,1/1/99
462563,Toshimori,Weedon,F,40000,1/1/99
462590,DeForest,Zucker,F,47903,1/1/99
462595,Mohamadou,Pramanik,M,40000,1/1/99
462607,Arif,Qiwen,M,57114,1/1/99
462618,Mingdong,Munoz,M,50459,1/1/99
462648,Fatemeh,Sridhar,M,40000,1/1/99
462668,Bedrich,Jenevein,F,78900,1/1/99
462685,Temple,Candan,M,40000,1/1/99
462690,Shaunak,Hettesheimer,M,71623,1/1/99
462698,Tzvetan,Blokdijk,M,71679,1/1/99
462703,Jaber,Terkki,M,41238,1/1/99
462705,Mohit,Norsworthy,M,78244,1/1/99
462706,Caolyn,VanScheik,M,40000,1/1/99
462734,Shridhar,Jansch,M,40000,1/1/99
462737,Yuguang,Szemeredi,M,47647,1/1/99
462742,Jayson,Kruskal,M,78797,1/1/99
462749,Yunming,Ramsay,M,70899,1/1/99
462759,Bodo,Kaiserswerth,M,54373,1/1/99
462760,Chenye,Baja,M,93317,1/1/99
462765,Yurii,Rohrbach,F,58799,1/1/99
462767,Uri,Ranai,M,58271,1/1/99
462776,Mostafa,Dechter,F,91329,1/1/99
462792,Shim,Merkl,M,40000,1/1/99
462800,Sariel,Auria,M,50988,1/1/99
462809,Mana,Brlek,M,45578,1/1/99
462819,Dmitry,Zwicker,M,40000,1/1/99
462829,Moss,Range,F,42444,1/1/99
462831,Heather,Wolniewicz,F,42084,1/1/99
462844,Khatoun,Gini,F,60011,1/1/99
462849,Tadahiro,Pintelas,M,66969,1/1/99
462857,Kwangsub,Hoogerwoord,M,82185,1/1/99
462859,Xinglin,Gire,M,40000,1/1/99
462863,Jamaludin,Cullers,M,57925,1/1/99
462865,Kensei,Schaad,M,62660,1/1/99
462866,Babette,Ritcey,M,40000,1/1/99
462872,Shahaf,Zirintsis,M,75731,1/1/99
462875,Francoise,Picaronny,M,55193,1/1/99
462890,Jinya,Peak,M,40000,1/1/99
462919,Taizo,Atrawala,M,76932,1/1/99
462924,Sanjay,Veevers,M,57196,1/1/99
462925,Dharmaraja,Comyn,M,63463,1/1/99
462933,Randy,Hemaspaandra,M,55791,1/1/99
462955,Eben,Kusakabe,M,56942,1/1/99
462982,Kankanahalli,Mundy,M,64643,1/1/99
462987,Nevio,Shrader,F,55313,1/1/99
462994,Horward,Haldar,F,59828,1/1/99
462999,Venkatesan,Gonthier,F,40000,1/1/99
463010,Abdelwaheb,Prochazka,F,55038,1/1/99
463019,Jovan,Figueira,M,68935,1/1/99
463027,Peer,Pews,M,47371,1/1/99
463030,Kazuhito,Oppitz,M,50562,1/1/99
463041,Navid,Litecky,F,64616,1/1/99
463042,Billie,Peron,M,40000,1/1/99
463067,Oddvar,Gyorkos,M,40000,1/1/99
463076,Mechthild,Swen,M,40000,1/1/99
463078,Shirish,Mateescu,F,47308,1/1/99
463081,Leen,Chaudhury,F,61577,1/1/99
463092,Arnould,Peres,F,72275,1/1/99
463093,Evgueni,Frolund,F,53053,1/1/99
463098,Howell,Merlo,M,40000,1/1/99
463131,Cathie,Bolsens,M,43164,1/1/99
463141,Marsha,Masaki,M,40000,1/1/99
463147,Georgy,Terwilliger,M,72377,1/1/99
463149,Valeska,Kamber,F,40000,1/1/99
463152,Premsyl,Schiper,F,43401,1/1/99
463155,Aemilian,Sabnani,F,40000,1/1/99
463156,Vojin,Miake,M,40000,1/1/99
463161,Subhash,Milicia,F,53523,1/1/99
463185,Yahiko,Rosay,F,63224,1/1/99
463187,Sachin,Penn,M,47817,1/1/99
463214,Toshimo,Acton,M,40000,1/1/99
463250,Arup,Ranta,F,40000,1/1/99
463252,Demin,Krzyzanowski,M,45269,1/1/99
463256,Mabhin,Demos,M,55229,1/1/99
463260,Masako,Muntz,M,56233,1/1/99
463286,Kwangho,Avouris,F,50215,1/1/99
463310,Yoshimitsu,Melichar,M,44569,1/1/99
463311,Fuqing,Scharstein,F,51455,1/1/99
463312,Keung,Godskesen,M,80815,1/1/99
463316,Seongbae,Iwayama,F,62106,1/1/99
463317,Marco,Baar,M,40000,1/1/99
463327,Udo,Keirsey,M,40000,1/1/99
463334,Tran,Peak,F,40000,1/1/99
463340,Danae,Buchter,M,69259,1/1/99
463360,Ung,Benantar,F,70446,1/1/99
463368,Kotesh,Irland,F,40000,1/1/99
463370,Khue,Eiter,M,40000,1/1/99
463377,Greger,Ranai,M,47121,1/1/99
463388,Udaiprakash,Wrigley,F,40000,1/1/99
463392,Masoud,Vandervoorde,M,40000,1/1/99
463393,Bilhanan,Takkinen,F,40000,1/1/99
463397,Gay,Kenevan,M,78071,1/1/99
463401,Chrisa,Boyle,F,40000,1/1/99
463413,Kristinn,Lorys,F,62030,1/1/99
463426,Tetsurou,DuCasse,M,40000,1/1/99
463431,Lalit,Samarati,M,48596,1/1/99
463444,Patricia,Zambonelli,F,40000,1/1/99
463449,Aemilian,Varman,F,40000,1/1/99
463459,Mohammed,Farrag,M,40000,1/1/99
463463,Katsuyuki,Klerer,M,74812,1/1/99
463464,Conor,Adachi,M,62210,1/1/99
463491,Jouko,Dichev,M,40000,1/1/99
463500,Lorien,Terkki,F,66078,1/1/99
463519,Navid,Munch,M,62692,1/1/99
463524,Koldo,Papadias,M,46031,1/1/99
463529,Inderjeet,Kusakabe,F,52483,1/1/99
412602,Kasidit,Akiyama,F,40714,1/1/99
463537,Sashi,Kulisch,F,44965,1/1/99
463544,Dietrich,Gornas,M,40833,1/1/99
463548,Chinho,Huhdanpaa,M,40000,1/1/99
463551,Luerbio,Ramaiah,M,40000,1/1/99
463552,Boaz,Brodie,M,40000,1/1/99
463554,Kristina,Kranzdorf,M,40000,1/1/99
463556,Monique,Emmart,F,40000,1/1/99
412605,Gretta,Hiraishi,M,40000,1/1/99
412621,Bouchung,Lamparter,M,40000,1/1/99
412631,Gian,Tetzlaff,M,40000,1/1/99
412644,Gritta,Kropatsch,F,56090,1/1/99
412649,Leen,McFarlin,M,40000,1/1/99
412655,Yuqun,Gniady,F,60262,1/1/99
463615,Sariel,Quittner,M,40000,1/1/99
463621,Lidong,Kobara,F,40000,1/1/99
412660,Leandro,Peral,M,58385,1/1/99
412661,Utpal,Melichar,M,69002,1/1/99
412667,Kaijung,Mapelli,M,47937,1/1/99
463649,Leaf,Picaronny,M,82461,1/1/99
412675,Ortrun,Kobara,M,40261,1/1/99
463658,Weiyi,Kroha,M,75972,1/1/99
463659,Gretta,Driscoll,F,40000,1/1/99
463660,Bedir,Ratnakar,M,50303,1/1/99
463661,Minghong,Janocha,F,71590,1/1/99
463665,Berthier,Hutter,M,40000,1/1/99
463672,Jixiang,Kobara,M,40000,1/1/99
412702,Tran,Parhami,M,57743,1/1/99
463679,Constantijn,Thimonier,F,40000,1/1/99
463681,Gian,Kalefeld,F,72716,1/1/99
463696,Sigeru,Babu,M,58152,1/1/99
463699,Roded,Bardell,M,46499,1/1/99
463700,Giao,Maraist,F,40000,1/1/99
412705,Rosella,Rohrbach,F,40000,1/1/99
463717,Mari,Pell,M,40000,1/1/99
463793,Jongsuk,Takanami,M,40000,1/1/99
463725,Wonhee,Zumaque,M,48635,1/1/99
463731,Weidon,Erev,F,40000,1/1/99
463736,Howell,Smeets,F,40000,1/1/99
463738,Hairong,Pellegrinelli,M,57530,1/1/99
463746,Berhard,Reistad,M,71610,1/1/99
463748,Francesca,Yeung,F,49062,1/1/99
463751,Toshimi,Sommer,M,44154,1/1/99
463760,Charmane,Carrera,M,41448,1/1/99
463768,Mihalis,Pillow,M,40000,1/1/99
463804,Ymte,Potthoff,M,40000,1/1/99
463777,Gor,Rosca,F,40237,1/1/99
463781,Val,Heystek,M,61247,1/1/99
463785,Marlo,Felder,F,80811,1/1/99
463806,Freyja,Borstler,M,51940,1/1/99
463808,Berni,Mitchem,F,40000,1/1/99
463814,Lena,Kandlur,M,45575,1/1/99
463825,Gao,Coombs,M,52666,1/1/99
463845,Kiyomitsu,Steinauer,F,61742,1/1/99
463973,Christ,Bierbaum,M,57550,1/1/99
463978,Pasqua,Pillow,M,42858,1/1/99
463980,Howell,Etalle,M,75584,1/1/99
463862,Baocai,Compeau,M,40000,1/1/99
463993,Debaprosad,Serot,F,42636,1/1/99
464001,Shakhar,Lanphier,M,61506,1/1/99
464005,Gino,Merli,M,40095,1/1/99
464010,Constantijn,Uhrig,M,53989,1/1/99
464020,Leaf,Kuzuoka,F,40000,1/1/99
464022,Bartek,Beznosov,M,69698,1/1/99
464024,Bangqing,Yavatkar,M,40000,1/1/99
464025,Brigham,Baezner,M,40000,1/1/99
463869,Tooru,Zumaque,F,53120,1/1/99
464033,Fan,Beilner,F,40000,1/1/99
463917,Harngdar,Cummings,M,40000,1/1/99
464040,Hyuncheol,Kavraki,F,56302,1/1/99
464050,Shan,Bratten,M,57980,1/1/99
464051,Horward,Worfolk,M,69311,1/1/99
464054,Ger,Ranai,M,55944,1/1/99
464059,Harngdar,Rullman,F,40000,1/1/99
463921,Lalit,Bahr,M,66887,1/1/99
464089,Fox,Sommer,M,49246,1/1/99
463932,Conrado,Marakhovsky,F,65062,1/1/99
464102,Sibyl,Maraist,F,41086,1/1/99
463936,Giri,Schlenzig,M,76945,1/1/99
463945,Mads,Sifakis,M,67732,1/1/99
464125,Volkmar,Schrooten,M,40000,1/1/99
463959,Lein,Zaccaria,M,40000,1/1/99
464140,Kolar,Broomell,M,40000,1/1/99
464144,Mostafa,Ashish,F,40000,1/1/99
464151,Fumitake,Zumaque,M,44990,1/1/99
464153,Adly,Stavenow,F,40000,1/1/99
464154,Lena,Baaz,M,40000,1/1/99
464155,Sachar,Horswill,M,58707,1/1/99
464346,Bernardo,Bazzichi,M,54623,1/1/99
464356,Baruch,Sigstam,F,40000,1/1/99
464160,Xiaoqiu,Knightly,F,40000,1/1/99
464365,Shaowen,Krogh,M,86032,1/1/99
464174,Palash,Broomell,F,56106,1/1/99
464366,Demos,Krupka,M,69835,1/1/99
464179,Weiru,Krogh,F,50583,1/1/99
464367,Achilleas,Zhang,M,40000,1/1/99
464372,Masadi,Dalton,F,57125,1/1/99
464194,Sakthirel,Brobst,F,40000,1/1/99
464374,Peternela,Slutz,F,42675,1/1/99
464200,Junichi,Foong,M,70792,1/1/99
464383,Chandrasekaran,Nooteboom,F,53303,1/1/99
464206,Mantis,Hedayat,F,40000,1/1/99
464386,Radhakrishnan,Koblick,F,40000,1/1/99
464220,Sibyl,Shrader,M,48270,1/1/99
464417,Seongbin,Isaak,F,46387,1/1/99
464242,Gen,Androutsos,F,76556,1/1/99
464425,Shaunak,Murtafg,F,40000,1/1/99
464282,Chriss,Winter,M,47654,1/1/99
464437,Steve,Kamble,F,40000,1/1/99
464295,Jackson,Hebden,M,40000,1/1/99
464439,Zhiguo,Verhaegen,M,48581,1/1/99
464310,Marit,Molenkamp,F,57062,1/1/99
464312,Gunilla,Terwilliger,F,51267,1/1/99
464447,Youngkon,DuCasse,F,40000,1/1/99
464319,Uzi,Lyonns,F,58810,1/1/99
464454,Rosalyn,Anandan,M,61684,1/1/99
464322,Sandeepan,Sessa,M,53403,1/1/99
464477,Xinan,Yurek,F,40000,1/1/99
464338,Cathie,Vickson,M,66687,1/1/99
464339,Chriss,Braccini,M,79462,1/1/99
464478,Nathan,Denna,M,41245,1/1/99
464494,Eishiro,Veevers,M,40000,1/1/99
464504,Weiwu,Shrader,M,60909,1/1/99
464534,Idoia,Angelopoulos,F,40000,1/1/99
464542,Masako,Holburn,M,40000,1/1/99
464544,Duke,Koshiba,F,65795,1/1/99
464550,Xuedong,Lamparter,M,43916,1/1/99
464555,Kellyn,Zastre,F,92229,1/1/99
464573,Kitty,Roison,M,40000,1/1/99
464588,Xiaoshan,Pargas,M,41483,1/1/99
464599,Ramya,Collavizza,M,58701,1/1/99
464600,Martijn,Osgood,F,56984,1/1/99
464601,Honesty,Garigliano,M,52982,1/1/99
464604,Tsutomu,Fiutem,M,51562,1/1/99
464614,Arto,Siksek,M,65464,1/1/99
464622,Minghong,Liesche,M,77162,1/1/99
464631,Greger,Vesna,F,52224,1/1/99
464639,Elgin,Hardjono,M,40000,1/1/99
464640,Elvia,Fontet,F,63739,1/1/99
464650,Sugwoo,Pramanik,F,58086,1/1/99
464654,Ohad,Pillow,F,92168,1/1/99
464657,Martine,Baba,F,60713,1/1/99
464692,Paraskevi,Katiyar,M,48961,1/1/99
464695,Lech,Angel,F,60781,1/1/99
464699,TRUE,Barriga,M,41843,1/1/99
464701,Hongzhu,Paludetto,F,77627,1/1/99
464708,Taizo,Bierman,M,78674,1/1/99
464515,Owen,Baezner,M,57069,1/1/99
464524,Youssef,Minakawa,F,48416,1/1/99
464713,Xiaoheng,Marletta,F,41322,1/1/99
464906,Sachem,Stille,F,50718,1/1/99
464724,Thanasis,Luon,F,50423,1/1/99
464725,Sedat,Peac,F,71272,1/1/99
464730,Susanna,Halloran,M,74915,1/1/99
464744,Ranan,Anick,F,40000,1/1/99
464757,Mingzeng,Brattka,M,40823,1/1/99
464773,Yahiko,Leslie,F,77251,1/1/99
464909,Claudi,Escriba,M,41262,1/1/99
464913,Shaunak,McDermid,M,41994,1/1/99
464799,Dipankar,Undy,M,40000,1/1/99
464914,Jinxi,Bolotov,M,40000,1/1/99
464805,Sushant,Quittner,M,43347,1/1/99
464924,Tayeb,Auyong,M,61177,1/1/99
464818,Rasiah,Perez,M,59070,1/1/99
464820,Seshu,Linnainmaa,M,53164,1/1/99
464933,Alair,Kriebel,M,40000,1/1/99
464839,Youjian,Marshall,M,70636,1/1/99
464935,Nimmagadda,Ranst,M,40000,1/1/99
464845,Toong,Hooghiemstra,M,56522,1/1/99
464937,Fai,Luit,M,43713,1/1/99
464939,Woody,Eugenio,M,64000,1/1/99
464853,Zhiwei,Schreiter,F,44269,1/1/99
464857,Limsoon,Magliocco,F,53940,1/1/99
464942,Shiv,Alpin,F,78438,1/1/99
464859,Hyuncheol,Bonifati,F,41799,1/1/99
464953,Toshimitsu,Winter,M,40000,1/1/99
464864,Shen,Schmittgen,F,73955,1/1/99
464865,Jordanka,Hofmeyr,F,44371,1/1/99
464871,Tze,Alameldin,M,40190,1/1/99
464974,Kiyokazu,Birdsall,M,53694,1/1/99
464889,Berry,Hettesheimer,M,40000,1/1/99
464976,Licheng,Ecklund,M,40000,1/1/99
464996,Takahira,Lagarias,F,51388,1/1/99
464999,Terresa,Nanard,F,43625,1/1/99
465027,Valter,Schneeberger,M,60815,1/1/99
465096,Denny,Facello,M,46051,1/1/99
465098,Mircea,Iivonen,M,40000,1/1/99
465033,Yuriy,Yetim,F,40000,1/1/99
465053,Adam,Navazio,M,47193,1/1/99
465119,Radhakrishnan,Portugali,M,48006,1/1/99
465131,Heather,Buescher,M,61774,1/1/99
465134,Marlo,Rullman,M,40000,1/1/99
465135,Jayson,Birge,M,71752,1/1/99
465137,Shigeaki,Ermel,M,66564,1/1/99
465146,Naftaly,Naumovich,F,58210,1/1/99
465054,Troy,Remmers,M,40000,1/1/99
465268,Changho,Laventhal,M,57857,1/1/99
465162,Iara,Hashii,F,54631,1/1/99
465194,Yechiam,Aloia,M,67722,1/1/99
465195,Khun,Birch,M,40000,1/1/99
465199,Wojceich,Plotkin,M,61761,1/1/99
465207,Saddek,Moffat,F,52362,1/1/99
465279,Charlene,Vuskovic,M,40000,1/1/99
465289,Troy,Perez,M,82557,1/1/99
465290,Toshimo,Masaki,F,43815,1/1/99
465293,Hilary,Bresenham,M,50454,1/1/99
465295,Huai,Frezza,F,59846,1/1/99
465311,Mitchel,Lenart,M,40000,1/1/99
465319,Pradeep,Caine,M,57404,1/1/99
465321,Fumitaka,Slobodova,M,89646,1/1/99
465326,Munenori,Coney,F,63358,1/1/99
465460,Shawna,Meszaros,M,78510,1/1/99
465328,Xianlong,Cesareni,F,51100,1/1/99
465468,Chrisa,Cairo,M,61705,1/1/99
465471,Wilmer,Birta,F,82182,1/1/99
465361,Gretta,Veccia,F,62177,1/1/99
465480,Rayond,Atrawala,M,40000,1/1/99
465510,Kazuhira,Marciano,M,61789,1/1/99
465367,Chiranjit,Cappello,M,59919,1/1/99
465521,KayLiang,Mersereau,M,43875,1/1/99
465524,Falguni,Falck,F,40000,1/1/99
465370,Kazuhiko,Chvatal,M,58085,1/1/99
465537,Jaideep,Plessier,M,40000,1/1/99
465384,Pohua,Attimonelli,F,70404,1/1/99
465547,Bernice,Alpin,M,76663,1/1/99
465548,Godehard,Cappelletti,F,40000,1/1/99
465550,Chaosheng,Basagni,F,40000,1/1/99
465558,Zengping,Kolinko,F,68653,1/1/99
465560,Berhard,Wrigley,M,59135,1/1/99
465391,Dipankar,Foote,M,40000,1/1/99
465392,Laurentiu,Ruemmler,M,67680,1/1/99
465581,Kiyomitsu,Highland,M,40000,1/1/99
465582,Licheng,Lukaszewicz,F,43745,1/1/99
465413,Francoise,Oxenboll,M,79713,1/1/99
465596,Moss,Murtha,F,79896,1/1/99
465603,Uma,Lorch,F,81910,1/1/99
465609,Insup,England,M,95395,1/1/99
465616,Bernt,Moffat,M,55858,1/1/99
465443,Freyja,Straney,M,48772,1/1/99
465447,Mahmut,Kabayashi,F,42683,1/1/99
465829,Dante,Beidas,F,40000,1/1/99
465649,Vidar,Bresenham,M,40000,1/1/99
465651,Tesuro,Ramamoorthy,M,40000,1/1/99
465657,Aiman,Garigliano,M,40000,1/1/99
465661,Mohammad,Raoux,M,61212,1/1/99
465663,Anoosh,Llado,F,66840,1/1/99
465857,Nahla,Peron,F,76337,1/1/99
465679,Georgy,Segond,M,40000,1/1/99
465680,Gen,Czap,F,76784,1/1/99
465681,Stevo,Peral,M,74251,1/1/99
465696,Roselyn,Thiran,M,53054,1/1/99
465698,Ranan,Demos,F,65305,1/1/99
465699,Aral,Schwabacher,M,40000,1/1/99
465865,Anneli,Braunschweig,M,43843,1/1/99
465872,Maria,Litzler,M,40000,1/1/99
465723,Eben,Siochi,M,56078,1/1/99
465725,Youngkon,Moffat,F,40000,1/1/99
465739,Wilmer,Verhaegen,M,50886,1/1/99
465740,Mohammed,Jahnichen,M,74261,1/1/99
465751,Elzbieta,Thorensen,M,60179,1/1/99
465757,Brewster,Morris,F,41946,1/1/99
465760,Tristan,Cullers,F,93023,1/1/99
465783,Constantino,Tchuente,F,69709,1/1/99
465791,Atreye,Azuma,M,54186,1/1/99
465793,Make,Baek,M,41772,1/1/99
465809,Shigeichiro,Herath,M,46262,1/1/99
465818,Eben,Rosiles,F,40000,1/1/99
465819,Ibibia,Hambrick,M,40000,1/1/99
466034,Saniya,Lovengreen,F,83068,1/1/99
466042,Debaprosad,Yetto,F,46809,1/1/99
466051,Keiichiro,Giaccio,F,64534,1/1/99
466058,Zhonghui,Murtha,M,73298,1/1/99
466063,Heon,Wendorf,M,50990,1/1/99
466070,Xiaoqiu,Ranta,M,46974,1/1/99
466076,Shahaf,Vitiello,F,42834,1/1/99
466082,Alejandra,Sooriamurthi,M,44033,1/1/99
466095,Candido,Stemann,M,40000,1/1/99
466101,Manibrata,Kropp,F,60639,1/1/99
466103,Phule,Homond,M,54570,1/1/99
466104,Valter,Junot,M,49841,1/1/99
466121,Fuqing,Trumbly,M,55577,1/1/99
466128,Duke,Viele,M,40000,1/1/99
466134,Mansur,Kamble,M,42182,1/1/99
466159,Ebbe,Azevdeo,M,43653,1/1/99
466168,Khun,McFarlin,F,40000,1/1/99
466170,Jacqueline,Zaumen,M,60504,1/1/99
466180,Troy,Lukaszewicz,M,71601,1/1/99
466186,Alenka,Redmiles,M,42496,1/1/99
466188,Adly,Landherr,F,73740,1/1/99
466205,Zeydy,Callaway,M,58345,1/1/99
466226,Gianluca,Talmor,M,40000,1/1/99
466227,Palash,Manderick,M,60463,1/1/99
466244,Radhakrishnan,Antonisse,M,40000,1/1/99
466247,Zongyan,Furedi,F,54865,1/1/99
466251,Ger,Halevi,F,55100,1/1/99
466260,Lijia,Zongker,M,52090,1/1/99
466264,Bingning,Ramsak,F,40000,1/1/99
466272,Pohua,DeMori,M,64477,1/1/99
466273,Gina,Shihab,M,40000,1/1/99
466279,Adil,Goodrum,F,86419,1/1/99
466282,Yishay,Setlzner,F,40000,1/1/99
466297,Jaques,Ramras,M,72146,1/1/99
466299,Kwee,Greenaway,M,63180,1/1/99
466315,Dante,Majewski,F,41497,1/1/99
466320,Shigehiro,Janetzko,F,40000,1/1/99
466323,Luerbio,Prochazka,M,47890,1/1/99
466342,Leandro,Wissmann,M,40000,1/1/99
466345,Baoqiu,Sluis,F,58881,1/1/99
466404,Gil,Hatcliff,M,59040,1/1/99
466408,Tremaine,Fritzsche,F,40000,1/1/99
466416,Weiyi,Pargaonkar,M,55466,1/1/99
466431,Taegyun,Gladwell,M,40000,1/1/99
466440,Gill,Morton,M,40000,1/1/99
466462,Duke,Pillow,M,52427,1/1/99
466468,Irena,Granlund,F,78859,1/1/99
466487,Makato,Strooper,M,62415,1/1/99
466490,Masako,Lenart,M,63853,1/1/99
466493,Giordano,Naumovich,F,48774,1/1/99
466496,Utz,Raoux,F,44647,1/1/99
466511,Ramya,Tagansky,M,43641,1/1/99
466521,Huican,Chaudhury,F,40000,1/1/99
466527,Shawna,Eterovic,M,80243,1/1/99
466531,Sachar,Rindone,M,40000,1/1/99
466539,Van,Chappelet,M,41680,1/1/99
466550,Monique,Narahara,F,40000,1/1/99
466556,Xinglin,Karnin,M,40000,1/1/99
466572,Babette,Coullard,F,77723,1/1/99
466575,Otmar,Langford,M,58312,1/1/99
466584,Irene,Demizu,M,40000,1/1/99
466599,Arunachalam,Stifter,M,47071,1/1/99
466605,Harngdar,Sury,F,60419,1/1/99
466615,Mats,Wixon,F,40000,1/1/99
466621,Mohit,Fabrizio,M,40000,1/1/99
466629,Hailing,Marchegay,M,72942,1/1/99
466632,Sumant,Burnard,M,77475,1/1/99
466635,Harngdar,Nations,M,66136,1/1/99
466662,Bojan,Buescher,M,78419,1/1/99
466666,Visit,Gente,F,55097,1/1/99
466679,Yuriy,Peral,M,45008,1/1/99
466698,Thanasis,Makrucki,F,40000,1/1/99
466701,Frederique,Ashish,M,66039,1/1/99
466704,Masami,Braccini,M,55256,1/1/99
466710,Becky,Chachaty,M,76498,1/1/99
466711,Adib,Zeidenstein,M,40000,1/1/99
466724,Yuichiro,Gronowski,M,40000,1/1/99
466739,Navid,Birge,F,45080,1/1/99
466740,Oddvar,Feldhoffer,M,57298,1/1/99
466743,Bogdan,Salvesen,M,49335,1/1/99
466749,Eckart,Sridhar,F,40000,1/1/99
466753,Stevo,Kushner,M,70364,1/1/99
466755,Zhongwei,Gill,M,76502,1/1/99
466758,Hugo,Anandan,M,41047,1/1/99
466759,Ferdinand,Ashish,M,40000,1/1/99
466764,Tadanori,Tsukuda,M,77406,1/1/99
466767,Behnaam,Hasenauer,M,51186,1/1/99
466784,Mohit,Schiper,M,40373,1/1/99
466787,Heekeun,Piazza,F,40000,1/1/99
466797,Raimond,Thimonier,M,74981,1/1/99
466807,Haldun,Wroclawski,M,72843,1/1/99
466835,Shridhar,Jenevein,M,40724,1/1/99
466837,Josyula,Bruckman,M,55546,1/1/99
466867,Kwangjo,Klerer,F,68241,1/1/99
466869,Flemming,Magalhaes,F,76420,1/1/99
466878,Zine,Chenoweth,M,73043,1/1/99
466958,Patricio,Snedden,F,40000,1/1/99
466969,Sariel,Skogmar,M,40679,1/1/99
466972,Aamer,Haldar,F,46892,1/1/99
466983,Sachio,Meszaros,M,51133,1/1/99
466984,Maya,Rosar,F,45339,1/1/99
466996,Etsuo,Cronin,M,40000,1/1/99
467011,Adib,Srimani,F,76953,1/1/99
467017,Kolar,Gente,F,40000,1/1/99
467020,Kyoichi,Provine,F,40000,1/1/99
467050,Manohar,Birta,F,40000,1/1/99
467058,Gift,Kaltofen,F,51404,1/1/99
467060,Aimee,Baik,M,40000,1/1/99
467065,Jeanne,Ginneken,F,50579,1/1/99
467080,Jessie,Buchter,F,40000,1/1/99
467112,Tsvetan,Eppinger,F,41757,1/1/99
467116,Shirish,Straney,M,60786,1/1/99
467129,Richara,Reinhard,M,76438,1/1/99
467130,Cristinel,Passafiume,M,40000,1/1/99
467134,Xuedong,Wendorf,M,85833,1/1/99
467136,Candido,Munke,F,68496,1/1/99
467146,Hinrich,Chappelet,M,53078,1/1/99
467160,Geraldo,Lyonns,F,40000,1/1/99
467161,Visit,Demos,F,40000,1/1/99
467163,Sadok,Heering,M,70996,1/1/99
467203,Leaf,Bolsens,F,52212,1/1/99
467204,Shiv,Tyugu,M,67255,1/1/99
467219,Yongmao,Baaleh,M,40000,1/1/99
467222,Xiaoheng,Suri,F,63938,1/1/99
467242,Abdulah,Kalefeld,M,40000,1/1/99
467288,Tze,Feinberg,F,55638,1/1/99
467292,Ioana,Byoun,F,78313,1/1/99
467303,Chaosheng,Schach,F,40000,1/1/99
467308,Ishfaq,Cappello,M,40959,1/1/99
467331,Jeane,Boreale,M,56611,1/1/99
467345,Florian,Kobuchi,F,74817,1/1/99
467357,Suebskul,Lichtman,M,48994,1/1/99
467360,Bodh,Garnier,M,40000,1/1/99
467362,Zhensheng,Codenie,M,53254,1/1/99
467375,Genta,Felcyn,M,40000,1/1/99
467381,Satyanarayana,Perez,M,58285,1/1/99
467385,Hugo,Caine,F,40000,1/1/99
467397,Nahum,Benzmuller,F,47114,1/1/99
467410,Zdislav,Chaudhuri,M,67622,1/1/99
467418,Marl,Ranai,F,42453,1/1/99
467430,Angel,Ossenbruggen,F,40000,1/1/99
467443,Xiadong,Ramamoorthy,F,40000,1/1/99
467447,Sakthirel,Kandlur,F,40000,1/1/99
467448,Halsur,Collette,M,40000,1/1/99
467452,Sailaja,Waeselynck,M,48426,1/1/99
467460,Parviz,Michaeli,M,52646,1/1/99
467461,Mohamadou,Muntz,F,40000,1/1/99
467472,Idoia,Hooghiemstra,M,44504,1/1/99
467480,Kiyokazu,Fadgyas,F,56460,1/1/99
467497,Phillip,Schach,M,46726,1/1/99
467500,Sanjiv,Syang,M,59729,1/1/99
467502,Sukumar,Danner,F,40000,1/1/99
467511,Akemi,Thambidurai,F,71603,1/1/99
467514,Khalid,Mateescu,M,40000,1/1/99
467520,Xianlong,Onuegbe,F,82039,1/1/99
467521,Juichirou,Giarratana,M,62506,1/1/99
467524,Youngkon,Pearson,F,79405,1/1/99
467554,Shalesh,Zockler,F,40000,1/1/99
467559,Nathalie,Wilharm,M,40000,1/1/99
467581,Dines,Dalphin,M,40000,1/1/99
467589,Zongyan,DuCasse,M,40000,1/1/99
467593,Mayuko,Reghbati,M,76220,1/1/99
467607,Gio,Randt,F,54012,1/1/99
467609,Jongsuk,Masada,M,40000,1/1/99
467616,Manton,Kitai,M,44008,1/1/99
467618,Jasminko,Isard,M,53756,1/1/99
